EntrezID	GeneName	GeneSymbol
51458	Rh family, C glycoprotein	RHCG
5146	phosphodiesterase 6C, cGMP-specific, cone, alpha prime	PDE6C
51460	Scm-like with four mbt domains 1	SFMBT1
51463	G protein-coupled receptor 89B	GPR89B
51465	ubiquitin-conjugating enzyme E2, J1	UBE2J1
51466	Enah/Vasp-like	EVL
51471	N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)	NAT8B
51473	doublecortin domain containing 2	DCDC2
51475	calcium binding protein 2	CABP2
51477	inositol-3-phosphate synthase 1	ISYNA1
51478	hydroxysteroid (17-beta) dehydrogenase 7	HSD17B7
5148	phosphodiesterase 6G, cGMP-specific, rod, gamma	PDE6G
51481	variable charge, X-linked 3A	VCX3A
5149	phosphodiesterase 6H, cGMP-specific, cone, gamma	PDE6H
51490	chromosome 9 open reading frame 114	C9orf114
51493	chromosome 22 open reading frame 28	C22orf28
51499	TP53 regulated inhibitor of apoptosis 1	TRIAP1
515	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	ATP5F1
5150	phosphodiesterase 7A	PDE7A
51501	chromosome 11 open reading frame 73	C11orf73
51503	CWC15 spliceosome-associated protein homolog (S. cerevisiae)	CWC15
51504	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	TRMT112
51506	ubiquitin-fold modifier conjugating enzyme 1	UFC1
51507	replication termination factor 2 domain containing 1	RTFDC1
5151	phosphodiesterase 8A	PDE8A
51510	charged multivesicular body protein 5	CHMP5
51512	G-2 and S-phase expressed 1	GTSE1
51513	ets variant 7	ETV7
51517	NCK interacting protein with SH3 domain	NCKIPSD
51522	transmembrane protein 14C	TMEM14C
51523	CXXC finger protein 5	CXXC5
51529	anaphase promoting complex subunit 11	ANAPC11
5153	phosphodiesterase 1B, calmodulin-dependent	PDE1B
51530	zinc finger, C3HC-type containing 1	ZC3HC1
51531	chromosome 9 open reading frame 156	C9orf156
51535	periphilin 1	PPHLN1
51540	selenocysteine lyase	SCLY
51542	vacuolar protein sorting 54 homolog (S. cerevisiae)	VPS54
51545	zinc finger protein 581	ZNF581
51547	sirtuin 7	SIRT7
51550	cyclin-dependent kinase 2 interacting protein	CINP
51552	RAB14, member RAS oncogene family	RAB14
51555	peroxisomal biogenesis factor 5-like	PEX5L
51557	lengsin, lens protein with glutamine synthetase domain	LGSN
5156	platelet-derived growth factor receptor, alpha polypeptide	PDGFRA
51560	RAB6B, member RAS oncogene family	RAB6B
51564	histone deacetylase 7	HDAC7
51566	armadillo repeat containing, X-linked 3	ARMCX3
51567	tyrosyl-DNA phosphodiesterase 2	TDP2
51569	ubiquitin-fold modifier 1	UFM1
5157	platelet-derived growth factor receptor-like	PDGFRL
51573	glycerophosphodiester phosphodiesterase 1	GDE1
51574	La ribonucleoprotein domain family, member 7	LARP7
51575	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	ESF1
5158	phosphodiesterase 6B, cGMP-specific, rod, beta	PDE6B
51582	antizyme inhibitor 1	AZIN1
51585	PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)	PCF11
51586	mediator complex subunit 15	MED15
51588	protein inhibitor of activated STAT, 4	PIAS4
51592	tripartite motif containing 33	TRIM33
51599	lipolysis stimulated lipoprotein receptor	LSR
516	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	ATP5G1
51601	lipoyltransferase 1	LIPT1
51602	NOP58 ribonucleoprotein	NOP58
51604	phosphatidylinositol glycan anchor biosynthesis, class T	PIGT
51605	tRNA methyltransferase 6 homolog (S. cerevisiae)	TRMT6
51606	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	ATP6V1H
51611	DPH5 homolog (S. cerevisiae)	DPH5
51616	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	TAF9B
51617	HMP19 protein	HMP19
5162	pyruvate dehydrogenase (lipoamide) beta	PDHB
51626	dynein, cytoplasmic 2, light intermediate chain 1	DYNC2LI1
51637	chromosome 14 open reading frame 166	C14orf166
51645	peptidylprolyl isomerase (cyclophilin)-like 1	PPIL1
51647	family with sequence similarity 96, member B	FAM96B
51649	mitochondrial ribosomal protein S23	MRPS23
51651	peptidyl-tRNA hydrolase 2	PTRH2
51652	charged multivesicular body protein 3	CHMP3
51655	RAS, dexamethasone-induced 1	RASD1
51657	serine/threonine/tyrosine interacting-like 1	STYXL1
51660	mitochondrial pyruvate carrier 1	MPC1
51661	FK506 binding protein 7	FKBP7
51663	zinc finger RNA binding protein	ZFR
51665	ankyrin repeat and SOCS box containing 1	ASB1
51667	negative regulator of ubiquitin-like proteins 1	NUB1
51668	heat shock protein family B (small), member 11	HSPB11
51669	transmembrane protein 66	TMEM66
5167	ectonucleotide pyrophosphatase/phosphodiesterase 1	ENPP1
51673	tubulin polymerization-promoting protein family member 3	TPPP3
51676	ankyrin repeat and SOCS box containing 2	ASB2
5168	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2
51684	suppressor of fused homolog (Drosophila)	SUFU
51686	ornithine decarboxylase antizyme 3	OAZ3
5169	ectonucleotide pyrophosphatase/phosphodiesterase 3	ENPP3
51690	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM7
51691	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	NAA38
51692	cleavage and polyadenylation specific factor 3, 73kDa	CPSF3
51693	trafficking protein particle complex 2-like	TRAPPC2L
51696	headcase homolog (Drosophila)	HECA
51699	vacuolar protein sorting 29 homolog (S. cerevisiae)	VPS29
517	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	ATP5G2
5170	3-phosphoinositide dependent protein kinase-1	PDPK1
51700	cytochrome b5 reductase 2	CYB5R2
51702	peptidyl arginine deiminase, type III	PADI3
51703	acyl-CoA synthetase long-chain family member 5	ACSL5
51706	cytochrome b5 reductase 1	CYB5R1
51710	zinc finger protein 44	ZNF44
51714	selenoprotein T	SELT
51715	RAB23, member RAS oncogene family	RAB23
51719	calcium binding protein 39	CAB39
5172	solute carrier family 26, member 4	SLC26A4
51720	ubiquitin interaction motif containing 1	UIMC1
51725	F-box protein 40	FBXO40
51726	DnaJ (Hsp40) homolog, subfamily B, member 11	DNAJB11
51733	ureidopropionase, beta	UPB1
51734	methionine sulfoxide reductase B1	MSRB1
51738	ghrelin/obestatin prepropeptide	GHRL
5174	PDZ domain containing 1	PDZK1
51741	WW domain containing oxidoreductase	WWOX
51744	CD244 molecule, natural killer cell receptor 2B4	CD244
51747	LUC7-like 3 (S. cerevisiae)	LUC7L3
5175	platelet/endothelial cell adhesion molecule 1	PECAM1
51752	endoplasmic reticulum aminopeptidase 1	ERAP1
51763	inositol polyphosphate-5-phosphatase K	INPP5K
51765	serine/threonine protein kinase MST4	MST4
51773	remodeling and spacing factor 1	RSF1
51776	sterile alpha motif and leucine zipper containing kinase AZK	ZAK
5178	paternally expressed 3	PEG3
51780	lysine (K)-specific demethylase 3B	KDM3B
518	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)	ATP5G3
51805	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	COQ3
51807	tubulin, alpha 8	TUBA8
51808	phosphorylated adaptor for RNA export	PHAX
51809	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	GALNT7
51816	cat eye syndrome chromosome region, candidate 1	CECR1
5184	peptidase D	PEPD
5187	period circadian clock 1	PER1
5188	PET112 homolog (yeast)	PET112
5191	peroxisomal biogenesis factor 7	PEX7
5192	peroxisomal biogenesis factor 10	PEX10
5193	peroxisomal biogenesis factor 12	PEX12
5194	peroxisomal biogenesis factor 13	PEX13
5196	platelet factor 4	PF4
5197	platelet factor 4 variant 1	PF4V1
5198	phosphoribosylformylglycinamidine synthase	PFAS
52	acid phosphatase 1, soluble	ACP1
5201	prefoldin subunit 1	PFDN1
5202	prefoldin subunit 2	PFDN2
5203	prefoldin subunit 4	PFDN4
5204	prefoldin subunit 5	PFDN5
5205	ATPase, aminophospholipid transporter, class I, type 8B, member 1	ATP8B1
5207	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	PFKFB1
5209	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3
521	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E	ATP5I
5211	phosphofructokinase, liver	PFKL
5213	phosphofructokinase, muscle	PFKM
5214	phosphofructokinase, platelet	PFKP
5216	profilin 1	PFN1
5217	profilin 2	PFN2
5218	cyclin-dependent kinase 14	CDK14
522	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	ATP5J
5224	phosphoglycerate mutase 2 (muscle)	PGAM2
523	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	ATP6V1A
5236	phosphoglucomutase 1	PGM1
5238	phosphoglucomutase 3	PGM3
5241	progesterone receptor	PGR
5244	ATP-binding cassette, sub-family B (MDR/TAP), member 4	ABCB4
525	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	ATP6V1B1
5251	phosphate regulating endopeptidase homolog, X-linked	PHEX
5252	PHD finger protein 1	PHF1
5253	PHD finger protein 2	PHF2
5255	phosphorylase kinase, alpha 1 (muscle)	PHKA1
5257	phosphorylase kinase, beta	PHKB
526	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	ATP6V1B2
5261	phosphorylase kinase, gamma 2 (testis)	PHKG2
5265	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	SERPINA1
5266	peptidase inhibitor 3, skin-derived	PI3
5267	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	SERPINA4
5269	serpin peptidase inhibitor, clade B (ovalbumin), member 6	SERPINB6
527	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	ATP6V0C
5271	serpin peptidase inhibitor, clade B (ovalbumin), member 8	SERPINB8
5272	serpin peptidase inhibitor, clade B (ovalbumin), member 9	SERPINB9
5273	serpin peptidase inhibitor, clade B (ovalbumin), member 10	SERPINB10
5276	serpin peptidase inhibitor, clade I (pancpin), member 2	SERPINI2
5277	phosphatidylinositol glycan anchor biosynthesis, class A	PIGA
5279	phosphatidylinositol glycan anchor biosynthesis, class C	PIGC
528	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	ATP6V1C1
5283	phosphatidylinositol glycan anchor biosynthesis, class H	PIGH
5286	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha	PIK3C2A
5287	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta	PIK3C2B
5288	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma	PIK3C2G
5290	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	PIK3CA
5291	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta	PIK3CB
5293	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta	PIK3CD
5294	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	PIK3CG
5295	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	PIK3R1
5296	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	PIK3R2
5298	phosphatidylinositol 4-kinase, catalytic, beta	PI4KB
53	acid phosphatase 2, lysosomal	ACP2
5300	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	PIN1
5303	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	PIN4
5304	prolactin-induced protein	PIP
5305	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	PIP4K2A
5306	phosphatidylinositol transfer protein, alpha	PITPNA
5308	paired-like homeodomain 2	PITX2
5310	polycystic kidney disease 1 (autosomal dominant)	PKD1
5311	polycystic kidney disease 2 (autosomal dominant)	PKD2
5315	pyruvate kinase, muscle	PKM
5316	PBX/knotted 1 homeobox 1	PKNOX1
5317	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)	PKP1
5318	plakophilin 2	PKP2
5319	phospholipase A2, group IB (pancreas)	PLA2G1B
5321	phospholipase A2, group IVA (cytosolic, calcium-dependent)	PLA2G4A
5322	phospholipase A2, group V	PLA2G5
5324	pleiomorphic adenoma gene 1	PLAG1
5326	pleiomorphic adenoma gene-like 2	PLAGL2
5327	plasminogen activator, tissue	PLAT
5329	plasminogen activator, urokinase receptor	PLAUR
533	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	ATP6V0B
5330	phospholipase C, beta 2	PLCB2
5332	phospholipase C, beta 4	PLCB4
53335	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A
53339	BTB (POZ) domain containing 1	BTBD1
5334	phospholipase C-like 1	PLCL1
53340	sperm autoantigenic protein 17	SPA17
53343	nudix (nucleoside diphosphate linked moiety X)-type motif 9	NUDT9
53353	low density lipoprotein receptor-related protein 1B	LRP1B
53354	pantothenate kinase 1	PANK1
53358	SHC (Src homology 2 domain containing) transforming protein 3	SHC3
5336	phospholipase C, gamma 2 (phosphatidylinositol-specific)	PLCG2
5337	phospholipase D1, phosphatidylcholine-specific	PLD1
53371	nucleoporin 54kDa	NUP54
5338	phospholipase D2	PLD2
534	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	ATP6V1G2
5340	plasminogen	PLG
5341	pleckstrin	PLEK
5347	polo-like kinase 1	PLK1
5349	FXYD domain containing ion transport regulator 3	FXYD3
535	ATPase, H+ transporting, lysosomal V0 subunit a1	ATP6V0A1
5351	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	PLOD1
5354	proteolipid protein 1	PLP1
5356	pleiotropic regulator 1	PLRG1
5359	phospholipid scramblase 1	PLSCR1
5360	phospholipid transfer protein	PLTP
5361	plexin A1	PLXNA1
53616	ADAM metallopeptidase domain 22	ADAM22
5362	plexin A2	PLXNA2
53630	beta-carotene 15,15'-monooxygenase 1	BCMO1
53637	sphingosine-1-phosphate receptor 5	S1PR5
5364	plexin B1	PLXNB1
5366	phorbol-12-myristate-13-acetate-induced protein 1	PMAIP1
5370	pro-melanin-concentrating hormone-like 2, pseudogene	PMCHL2
5371	promyelocytic leukemia	PML
5372	phosphomannomutase 1	PMM1
5375	peripheral myelin protein 2	PMP2
5376	peripheral myelin protein 22	PMP22
5378	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	PMS1
53820	Down syndrome critical region gene 6	DSCR6
53827	FXYD domain containing ion transport regulator 5	FXYD5
53829	purinergic receptor P2Y, G-protein coupled, 13	P2RY13
53834	fibroblast growth factor receptor-like 1	FGFRL1
53840	tripartite motif containing 34	TRIM34
53841	cadherin-related family member 5	CDHR5
53842	claudin 22	CLDN22
539	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	ATP5O
53905	dual oxidase 1	DUOX1
53916	RAB4B, member RAS oncogene family	RAB4B
53917	RAB24, member RAS oncogene family	RAB24
53919	solute carrier organic anion transporter family, member 1C1	SLCO1C1
53938	peptidylprolyl isomerase (cyclophilin)-like 3	PPIL3
5394	exosome component 10	EXOSC10
53940	ferritin, heavy polypeptide-like 17	FTHL17
53942	contactin 5	CNTN5
53944	casein kinase 1, gamma 1	CSNK1G1
53947	alpha 1,4-galactosyltransferase	A4GALT
5395	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	PMS2
53981	cleavage and polyadenylation specific factor 2, 100kDa	CPSF2
54	acid phosphatase 5, tartrate resistant	ACP5
540	ATPase, Cu++ transporting, beta polypeptide	ATP7B
54014	bromodomain and WD repeat domain containing 1	BRWD1
54020	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	SLC37A1
54033	RNA binding motif protein 11	RBM11
54039	poly(rC) binding protein 3	PCBP3
5406	pancreatic lipase	PNLIP
54065	small integral membrane protein 11	SMIM11
54069	MIS18 kinetochore protein homolog A (S. pombe)	MIS18A
54097	family with sequence similarity 3, member B	FAM3B
54103	pigeon homolog (Drosophila)	PION
54106	toll-like receptor 9	TLR9
54107	polymerase (DNA directed), epsilon 3, accessory subunit	POLE3
5411	pinin, desmosome associated protein	PNN
5413	septin 5	SEPT5
5414	septin 4	SEPT4
541468	leucine rich adaptor protein 1	LURAP1
54165	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	DCUN1D1
5420	podocalyxin-like	PODXL
54207	potassium channel, subfamily K, member 10	KCNK10
54209	triggering receptor expressed on myeloid cells 2	TREM2
54210	triggering receptor expressed on myeloid cells 1	TREM1
54212	syntrophin, gamma 1	SNTG1
5422	polymerase (DNA directed), alpha 1, catalytic subunit	POLA1
54221	syntrophin, gamma 2	SNTG2
5423	polymerase (DNA directed), beta	POLB
5424	polymerase (DNA directed), delta 1, catalytic subunit	POLD1
5425	polymerase (DNA directed), delta 2, accessory subunit	POLD2
5427	polymerase (DNA directed), epsilon 2, accessory subunit	POLE2
5428	polymerase (DNA directed), gamma	POLG
5430	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	POLR2A
5431	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	POLR2B
5432	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	POLR2C
54328	G protein-coupled receptor 173	GPR173
54329	G protein-coupled receptor 85	GPR85
5433	polymerase (RNA) II (DNA directed) polypeptide D	POLR2D
54331	guanine nucleotide binding protein (G protein), gamma 2	GNG2
5434	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	POLR2E
54345	SRY (sex determining region Y)-box 18	SOX18
54346	unc-93 homolog A (C. elegans)	UNC93A
54360	cytokine-like 1	CYTL1
54361	wingless-type MMTV integration site family, member 4	WNT4
54363	hydroxyacid oxidase (glycolate oxidase) 1	HAO1
5437	polymerase (RNA) II (DNA directed) polypeptide H	POLR2H
54386	telomeric repeat binding factor 2, interacting protein	TERF2IP
5439	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	POLR2J
5440	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	POLR2K
5441	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	POLR2L
54413	neuroligin 3	NLGN3
54429	taste receptor, type 2, member 5	TAS2R5
5443	proopiomelanocortin	POMC
54431	DnaJ (Hsp40) homolog, subfamily C, member 10	DNAJC10
54433	GAR1 ribonucleoprotein homolog (yeast)	GAR1
54434	slingshot homolog 1 (Drosophila)	SSH1
54437	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	SEMA5B
54440	SAM and SH3 domain containing 3	SASH3
54442	potassium channel tetramerisation domain containing 5	KCTD5
54443	anillin, actin binding protein	ANLN
5445	paraoxonase 2	PON2
54457	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	TAF7L
5446	paraoxonase 3	PON3
54460	mitochondrial ribosomal protein S21	MRPS21
54461	F-box and WD repeat domain containing 5	FBXW5
54463	family with sequence similarity 134, member B	FAM134B
54464	5'-3' exoribonuclease 1	XRN1
54469	zinc finger, AN1-type domain 6	ZFAND6
5447	P450 (cytochrome) oxidoreductase	POR
54472	toll interacting protein	TOLLIP
54475	notchless homolog 1 (Drosophila)	NLE1
54477	pleckstrin homology domain containing, family A member 5	PLEKHA5
54482	tRNA methyltransferase 13 homolog (S. cerevisiae)	TRMT13
5449	POU class 1 homeobox 1	POU1F1
54490	UDP glucuronosyltransferase 2 family, polypeptide B28	UGT2B28
54492	neuralized homolog 1B (Drosophila)	NEURL1B
5450	POU class 2 associating factor 1	POU2AF1
54503	zinc finger, DHHC-type containing 13	ZDHHC13
54507	ADAMTS-like 4	ADAMTSL4
54509	ras homolog family member F (in filopodia)	RHOF
54510	protocadherin 18	PCDH18
54511	3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1	HMGCLL1
54512	exosome component 4	EXOSC4
54514	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	DDX4
54517	pseudouridylate synthase 7 homolog (S. cerevisiae)	PUS7
5452	POU class 2 homeobox 2	POU2F2
54529	asparagine synthetase domain containing 1	ASNSD1
5453	POU class 3 homeobox 1	POU3F1
54531	mesoderm induction early response 1, family member 2	MIER2
54535	coiled-coil alpha-helical rod protein 1	CCHCR1
54536	exocyst complex component 6	EXOC6
54539	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	NDUFB11
5454	POU class 3 homeobox 2	POU3F2
54543	translocase of outer mitochondrial membrane 7 homolog (yeast)	TOMM7
5455	POU class 3 homeobox 3	POU3F3
54551	MAGE-like 2	MAGEL2
54552	guanine nucleotide binding protein-like 3 (nucleolar)-like	GNL3L
54556	inhibitor of growth family, member 3	ING3
5456	POU class 3 homeobox 4	POU3F4
54566	erythrocyte membrane protein band 4.1 like 4B	EPB41L4B
5457	POU class 4 homeobox 1	POU4F1
54575	UDP glucuronosyltransferase 1 family, polypeptide A10	UGT1A10
54576	UDP glucuronosyltransferase 1 family, polypeptide A8	UGT1A8
54577	UDP glucuronosyltransferase 1 family, polypeptide A7	UGT1A7
54578	UDP glucuronosyltransferase 1 family, polypeptide A6	UGT1A6
5458	POU class 4 homeobox 2	POU4F2
54581	SCAN domain containing 2 pseudogene	SCAND2P
54583	egl nine homolog 1 (C. elegans)	EGLN1
54584	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	GNB1L
54586	equatorin, sperm acrosome associated	EQTN
5459	POU class 4 homeobox 3	POU4F3
546	alpha thalassemia/mental retardation syndrome X-linked	ATRX
5460	POU class 5 homeobox 1	POU5F1
54600	UDP glucuronosyltransferase 1 family, polypeptide A9	UGT1A9
54602	Nedd4 family interacting protein 2	NDFIP2
5462	POU class 5 homeobox 1B	POU5F1B
54622	ADP-ribosylation factor-like 15	ARL15
54625	poly (ADP-ribose) polymerase family, member 14	PARP14
54626	hairy and enhancer of split 2 (Drosophila)	HES2
54629	family with sequence similarity 63, member B	FAM63B
5463	POU class 6 homeobox 1	POU6F1
5464	pyrophosphatase (inorganic) 1	PPA1
54658	UDP glucuronosyltransferase 1 family, polypeptide A1	UGT1A1
54659	UDP glucuronosyltransferase 1 family, polypeptide A3	UGT1A3
54660	protocadherin beta 18 pseudogene	PCDHB18
5467	peroxisome proliferator-activated receptor delta	PPARD
54675	cardiolipin synthase 1	CRLS1
5468	peroxisome proliferator-activated receptor gamma	PPARG
5469	mediator complex subunit 1	MED1
547	kinesin family member 1A	KIF1A
5470	protein phosphatase, EF-hand calcium binding domain 2	PPEF2
54700	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	RRN3
54704	pyruvate dehyrogenase phosphatase catalytic subunit 1	PDP1
54707	GPN-loop GTPase 2	GPN2
54708	membrane-associated ring finger (C3HC4) 5	MARCH5
5471	phosphoribosyl pyrophosphate amidotransferase	PPAT
54726	OTU domain containing 4	OTUD4
54732	transmembrane emp24 protein transport domain containing 9	TMED9
54733	solute carrier family 35, member F2	SLC35F2
54734	RAB39A, member RAS oncogene family	RAB39A
54737	M-phase phosphoprotein 8	MPHOSPH8
54739	XIAP associated factor 1	XAF1
54741	leptin receptor overlapping transcript	LEPROT
54749	ependymin related protein 1 (zebrafish)	EPDR1
5475	protein phosphatase, EF-hand calcium binding domain 1	PPEF1
5476	cathepsin A	CTSA
54760	proprotein convertase subtilisin/kexin type 4	PCSK4
54763	rhophilin associated tail protein 1	ROPN1
54764	zinc finger, RAN-binding domain containing 1	ZRANB1
54769	DIRAS family, GTP-binding RAS-like 2	DIRAS2
54778	ring finger protein 111	RNF111
5478	peptidylprolyl isomerase A (cyclophilin A)	PPIA
54788	DnaJ (Hsp40) homolog, subfamily B, member 12	DNAJB12
5479	peptidylprolyl isomerase B (cyclophilin B)	PPIB
54790	tet methylcytosine dioxygenase 2	TET2
54793	potassium channel tetramerisation domain containing 9	KCTD9
54796	basonuclin 2	BNC2
54799	mbt domain containing 1	MBTD1
54802	tRNA isopentenyltransferase 1	TRIT1
54806	Abelson helper integration site 1	AHI1
54808	dymeclin	DYM
54812	aftiphilin	AFTPH
54815	GATA zinc finger domain containing 2A	GATAD2A
54820	nudE nuclear distribution E homolog 1 (A. nidulans)	NDE1
54825	cadherin-related family member 2	CDHR2
54826	gypsy retrotransposon integrase 1	GIN1
54831	bestrophin 2	BEST2
548313	synovial sarcoma, X breakpoint 4B	SSX4B
54832	vacuolar protein sorting 13 homolog C (S. cerevisiae)	VPS13C
54834	ganglioside induced differentiation associated protein 2	GDAP2
54842	major facilitator superfamily domain containing 6	MFSD6
54847	SID1 transmembrane family, member 1	SIDT1
54849	differentially expressed in FDCP 8 homolog (mouse)	DEF8
54851	ankyrin repeat domain 49	ANKRD49
54852	progestin and adipoQ receptor family member V	PAQR5
54853	WD repeat domain 55	WDR55
54857	glycerophosphodiester phosphodiesterase domain containing 2	GDPD2
548593	SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae)	SLX1A
548596	creatine kinase, mitochondrial 1A	CKMT1A
54861	SNF related kinase	SNRK
54862	coiled-coil and C2 domain containing 1A	CC2D1A
54863	torsin family 4, member A	TOR4A
548644	polymerase (RNA) II (DNA directed) polypeptide J3	POLR2J3
548645	DnaJ (Hsp40) homolog, subfamily C , member 25	DNAJC25
54866	protein phosphatase 1, regulatory (inhibitor) subunit 14D	PPP1R14D
54868	transmembrane protein 104	TMEM104
54872	phosphatidylinositol glycan anchor biosynthesis, class G	PIGG
54874	formin binding protein 1-like	FNBP1L
54876	DDB1 and CUL4 associated factor 16	DCAF16
54877	zinc finger, CCHC domain containing 2	ZCCHC2
54878	dipeptidyl-peptidase 8	DPP8
54879	suppression of tumorigenicity 7 like	ST7L
54880	BCL6 corepressor	BCOR
54884	retinol saturase (all-trans-retinol 13,14-reductase)	RETSAT
54888	NOP2/Sun RNA methyltransferase family, member 2	NSUN2
54890	alkB, alkylation repair homolog 5 (E. coli)	ALKBH5
54891	INO80 complex subunit D	INO80D
54892	non-SMC condensin II complex, subunit G2	NCAPG2
54894	ring finger protein 43	RNF43
54896	PQ loop repeat containing 2	PQLC2
54897	castor zinc finger 1	CASZ1
54899	PX domain containing serine/threonine kinase	PXK
549	AU RNA binding protein/enoyl-CoA hydratase	AUH
54900	lymphocyte transmembrane adaptor 1	LAX1
54901	CDK5 regulatory subunit associated protein 1-like 1	CDKAL1
54902	tetratricopeptide repeat domain 19	TTC19
54903	Meckel syndrome, type 1	MKS1
54905	cytochrome P450, family 2, subfamily W, polypeptide 1	CYP2W1
54908	spindle apparatus coiled-coil protein 1	SPDL1
54910	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	SEMA4C
54913	ribonuclease P/MRP 25kDa subunit	RPP25
54918	CKLF-like MARVEL transmembrane domain containing 6	CMTM6
54921	CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)	CHTF8
54922	Ras interacting protein 1	RASIP1
54923	Lck interacting transmembrane adaptor 1	LIME1
54925	zinc finger and SCAN domain containing 32	ZSCAN32
54926	ubiquitin-conjugating enzyme E2R 2	UBE2R2
54927	coiled-coil-helix-coiled-coil-helix domain containing 3	CHCHD3
54929	transmembrane protein 161A	TMEM161A
5493	periplakin	PPL
54934	KAT8 regulatory NSL complex subunit 2	KANSL2
54938	seryl-tRNA synthetase 2, mitochondrial	SARS2
5494	protein phosphatase, Mg2+/Mn2+ dependent, 1A	PPM1A
54941	ring finger protein 125, E3 ubiquitin protein ligase	RNF125
54942	family with sequence similarity 206, member A	FAM206A
54947	lysophosphatidylcholine acyltransferase 2	LPCAT2
54948	mitochondrial ribosomal protein L16	MRPL16
54949	succinate dehydrogenase complex assembly factor 2	SDHAF2
5495	protein phosphatase, Mg2+/Mn2+ dependent, 1B	PPM1B
